           1   1.0000000445631427        1.0000000445648691       2.92856047462429859E-020  2.93684047099369278E-027
           2   1.0000000445665356        1.0000865081489403       6.25274438299173096E-004  1.05500069870915140E-019
           3   1.0000000445698156        1.0006704778293947       1.03038793900128256E-003  4.24496629502826565E-019
           4   1.0000000445729984        1.0014643886848544       1.16097704122116504E-003  9.60383194417869036E-019
           5   1.0000000445760984        1.0021867007831453       1.20611334338864952E-003  1.71618275690871719E-018
           6   1.0000000445791251        1.0027999152047762       1.22852145667872717E-003  2.69449668966255949E-018
           7   1.0000000445820882        1.0033336620003139       1.24327995443829155E-003  3.89749856489194557E-018
           8   1.0000000445849950        1.0038146891264941       1.25407263032280649E-003  5.32692562066481080E-018
           9   1.0000000445878516        1.0042589224295722       1.26213135612367796E-003  6.98407412932496322E-018
          10   1.0000000445906636        1.0046754621965874       1.26809368537229481E-003  8.86979684214346814E-018
          11   1.0000000445934378        1.0050698803425355       1.27239212853986366E-003  1.09845024899056541E-017
          12   1.0000000445961785        1.0054459132902891       1.27535088283755563E-003  1.33281574565855605E-017
          13   1.0000000445988910        1.0058062603676736       1.27722148824189162E-003  1.59002896183023143E-017
          14   1.0000000446015791        1.0061529752989777       1.27820289667945962E-003  1.86999943238753500E-017
          15   1.0000000446042485        1.0064876768072781       1.27845522227497334E-003  2.17259424982019373E-017
          16   1.0000000446069013        1.0068116736968820       1.27810962631620347E-003  2.49763908545695159E-017
          17   1.0000000446095427        1.0071260452644371       1.27727548683144606E-003  2.84491941993338673E-017
          18   1.0000000446121775        1.0074316959687255       1.27604562851151796E-003  3.21418198079721278E-017
          19   1.0000000446148078        1.0077293940949927       1.27450017170475743E-003  3.60513638541815959E-017
          20   1.0000000446174373        1.0080197999199785       1.27270939766370894E-003  4.01745698654172215E-017
          21   1.0000000446200705        1.0083034867211098       1.27073590870168665E-003  4.45078491685845911E-017
          22   1.0000000446227100        1.0085809567638158       1.26863627823208241E-003  4.90473032967228121E-017
          23   1.0000000446253594        1.0088526536792963       1.26646232777794356E-003  5.37887483119133300E-017
          24   1.0000000446280211        1.0091189721944285       1.26426212821364797E-003  5.87277410047092183E-017
          25   1.0000000446306987        1.0093802658844075       1.26208079500250334E-003  6.38596069244104267E-017
          26   1.0000000446333952        1.0096368534254820       1.25996112805375530E-003  6.91794701864763211E-017
          27   1.0000000446361130        1.0098890236938962       1.25794413336493822E-003  7.46822850101790252E-017
          28   1.0000000446388557        1.0101370399660687       1.25606945405101799E-003  8.03628689332015703E-017
          29   1.0000000446416257        1.0103811434107881       1.25437573149112251E-003  8.62159376454481799E-017
          30   1.0000000446444264        1.0106215560180061       1.25290091233637457E-003  9.22361413976851281E-017
          31   1.0000000446472588        1.0108584830752025       1.25168251346687649E-003  9.84181029231787886E-017
          32   1.0000000446501276        1.0110921152774175       1.25075785428188538E-003  1.04756456824943100E-016
          33   1.0000000446530335        1.0113226305384988       1.25016426369066913E-003  1.11245890378545071E-016
          34   1.0000000446559807        1.0115501955570263       1.24993926765658530E-003  1.17881185710740836E-016
          35   1.0000000446589703        1.0117749671796614       1.25012076200187909E-003  1.24657263304558880E-016
          36   1.0000000446620054        1.0119970935963791       1.25074717431119089E-003  1.31569226805570061E-016
          37   1.0000000446650892        1.0122167153955974       1.25185761810960093E-003  1.38612409091247381E-016
          38   1.0000000446682227        1.0124339665021593       1.25349204198659404E-003  1.45782419594732504E-016
          39   1.0000000446714095        1.0126489750171435       1.25569137595412934E-003  1.53075192861602171E-016
          40   1.0000000446746511        1.0128618639753111       1.25849767703820233E-003  1.60487038345529011E-016
          41   1.0000000446779502        1.0130727520334406       1.26195427588907442E-003  1.68014691454280004E-016
          42   1.0000000446813091        1.0132817541008154       1.26610592604060315E-003  1.75655365873327768E-016
          43   1.0000000446847299        1.0134889819214354       1.27099895734334670E-003  1.83406807198889736E-016
          44   1.0000000446882147        1.0136945446162697       1.27668143503064388E-003  1.91267347948766683E-016
          45   1.0000000446917661        1.0138985491927537       1.28320332584626199E-003  1.99235964031283858E-016
          46   1.0000000446953867        1.0141011010278955       1.29061667266179092E-003  2.07312332747292101E-016
          47   1.0000000446990778        1.0143023043306962       1.29897577903922458E-003  2.15496892463562139E-016
