 j, y, dy, yc, a, b, c
           1   0.0000000000000000       2.73468910409790933E-003  1.34796384377655620E-003   2.9393956395687275        0.0000000000000000        0.0000000000000000     
           2  2.73468910409790933E-003  2.89399407745172255E-003  4.16123421936620552E-003   2.7773696089452407        7.7137819446926388       -55.905870603909257     
           3  5.62868318154963188E-003  3.06207568035854472E-003  7.13814595051520673E-003   2.6246940704503006        6.8890189634569676       -49.783487019531037     
           4  8.69075886190817659E-003  3.23935586467383185E-003  1.02876850274655762E-002   2.4808306250274565        6.1545205900741209       -44.338676774135088     
           5  1.19301147265820084E-002  3.42626923284261586E-003  1.36192657878759782E-002   2.3452719488183074        5.5003005139140209       -39.496028307217721     
           6  1.53563839594246243E-002  3.62326239423049756E-003  1.71427432662626389E-002   2.2175400041222209        4.9174836698823796       -35.188547471260406     
           7  1.89796463536551219E-002  3.83079314607703836E-003  2.08684248145760698E-002   2.0971843536315551        4.3981822131170034       -31.356716547885888     
           8  2.28104394997321602E-002  4.04932945843294867E-003  2.48070808083900030E-002   1.9837805719976187        3.9353853578351994       -27.947658538205506     
           9  2.68597689581651089E-002  4.27934824106812606E-003  2.89699542318478942E-002   1.8769287491258955        3.5228615292952985       -24.914394944806695     
          10  3.11391171992332350E-002  4.52133386903474932E-003  3.33687689118371544E-002   1.7762520799225199        3.1550714514290781       -22.215186581829936     
          11  3.56604510682679843E-002  4.77577644237425769E-003  3.80157361479324107E-002   1.6813955355188206        2.8270909468626213       -19.812948120912253     
          12  4.04362275106422420E-002  5.04316975440599613E-003  4.29235594595892556E-002   1.5920246112881333        2.5345423629471320       -17.674728120965696     
          13  4.54793972650482381E-002  5.32400894219875465E-003  4.81054371460604147E-002   1.5078241472398406        2.2735336589995523       -15.771247213492543     
          14  5.08034062072469927E-002  5.61878779227054093E-003  5.35750623277899685E-002   1.4284972166308434        2.0406042979220667       -14.076487935456354     
          15  5.64221939995175337E-002  5.92799567433621721E-003  5.93466201109248415E-002   1.3537640788752436        1.8326771812529368       -12.567330430207294     
          16  6.23501896738537509E-002  6.25211407616044212E-003  6.54347814894631341E-002   1.2833611930597439        1.6470159518517293       -11.223228883882332     
          17  6.86023037500141930E-002  6.59161271331476506E-003  7.18546935729095226E-002   1.2170402885860023        1.4811870640414999       -10.025924139199381     
          18  7.51939164633289581E-002  6.94694518903316016E-003  7.86219657017249718E-002   1.1545674896626297        1.3330260881858664       -8.9591884387458212     
          19  8.21408616523621182E-002  7.31854418149657793E-003  8.57526509890121913E-002   1.0957224905594092        1.2006077763177145       -8.0085987029280830     
          20  8.94594058338586962E-002  7.70681613889612205E-003  9.32632228056063939E-002   1.0402977787153507        1.0822194684000928       -7.1613351500946241     
          21  9.71662219727548182E-002  8.11213546663414053E-003  0.10117054570795914       0.98809790296090150       0.97633746583573111       -6.4060024236468713     
          22  0.10527835743938896       8.53483819618283679E-003  0.10949184029499104       0.93893878427377708       0.88160604061351855       -5.7324707082568818     
          23  0.11381319563557180       8.97521513152998995E-003  0.11824464147265346       0.89264706663782778       0.79681878557711849       -5.1317345990916685     
