      1,    0.10000000E+01   0.25759406E-09   0.59669635E-13   0.29056836E+01   0.10000000E+01  -0.27304678E-09  -0.59628774E-13   0.45973226E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      2,    0.10000000E+01   0.25925595E+00   0.18835704E-09   0.14684204E+01   0.10000000E+01  -0.25925595E+00  -0.18405356E-09   0.46175930E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      3,    0.10686171E+01   0.26927971E+00   0.35874771E-09   0.82848449E+00   0.74152857E+00  -0.26927972E+00  -0.35031432E-09   0.46365609E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      4,    0.11086288E+01   0.24723776E+00   0.51135820E-09   0.54418114E+00   0.53156050E+00  -0.24723778E+00  -0.49893500E-09   0.46542267E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      5,    0.11327296E+01   0.23091895E+00   0.65017634E-09   0.42320231E+00   0.39872279E+00  -0.23091898E+00  -0.63341015E-09   0.46705912E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      6,    0.11397582E+01   0.21844054E+00   0.77759985E-09   0.35168766E+00   0.31915798E+00  -0.21844058E+00  -0.75704099E-09   0.46856552E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      7,    0.11527360E+01   0.20408940E+00   0.89090187E-09   0.30458795E+00   0.26977113E+00  -0.20408947E+00  -0.86671438E-09   0.46994203E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      8,    0.11539593E+01   0.19649472E+00   0.10000463E-08   0.27058205E+00   0.23664719E+00  -0.19649480E+00  -0.97602327E-09   0.47118551E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      9,    0.11606893E+01   0.18665395E+00   0.11038866E-08   0.24396814E+00   0.21261545E+00  -0.18665406E+00  -0.10769917E-08   0.47229314E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     10,    0.11598746E+01   0.18060058E+00   0.12098548E-08   0.22244683E+00   0.19410443E+00  -0.18060070E+00  -0.11894809E-08   0.47327018E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     11,    0.11641851E+01   0.17284208E+00   0.13209149E-08   0.20505212E+00   0.17925111E+00  -0.17284224E+00  -0.13122078E-08   0.47411692E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     12,    0.11642769E+01   0.16827558E+00   0.14719187E-08   0.19033218E+00   0.16699317E+00  -0.16827574E+00  -0.14810889E-08   0.47483372E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
