      1,    0.10000000E+01   0.43199994E-10   0.80020319E-14   0.29034596E+01   0.10000000E+01  -0.37324874E-10  -0.80252925E-14   0.44094366E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      2,    0.10000000E+01   0.25925583E+00   0.82491102E-10   0.14661999E+01   0.10000000E+01  -0.25925583E+00  -0.82808921E-10   0.44300555E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      3,    0.10686173E+01   0.26927917E+00   0.16437325E-09   0.82626733E+00   0.74152868E+00  -0.26927917E+00  -0.16500967E-09   0.44493567E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      4,    0.11086292E+01   0.24723652E+00   0.24561410E-09   0.54196721E+00   0.53156079E+00  -0.24723652E+00  -0.24657026E-09   0.44673406E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      5,    0.11327304E+01   0.23091739E+00   0.32617723E-09   0.42099172E+00   0.39872330E+00  -0.23091740E+00  -0.32745463E-09   0.44840079E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      6,    0.11397594E+01   0.21843788E+00   0.40602640E-09   0.34948054E+00   0.31915873E+00  -0.21843789E+00  -0.40762694E-09   0.44993597E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      7,    0.11527378E+01   0.20408543E+00   0.48512574E-09   0.30238360E+00   0.26977213E+00  -0.20408544E+00  -0.48705905E-09   0.45133976E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      8,    0.11539615E+01   0.19649020E+00   0.56344279E-09   0.26838119E+00   0.23664847E+00  -0.19649021E+00  -0.56572360E-09   0.45261235E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      9,    0.11606924E+01   0.18664776E+00   0.64096239E-09   0.24177089E+00   0.21261703E+00  -0.18664778E+00  -0.64357830E-09   0.45375395E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     10,    0.11598788E+01   0.18059373E+00   0.71763480E-09   0.22025327E+00   0.19410632E+00  -0.18059374E+00  -0.72058931E-09   0.45476486E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     11,    0.11641896E+01   0.17283326E+00   0.79342625E-09   0.20286100E+00   0.17925333E+00  -0.17283329E+00  -0.79672338E-09   0.45564536E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     12,    0.11642827E+01   0.16826597E+00   0.86830360E-09   0.18814476E+00   0.16699572E+00  -0.16826599E+00  -0.87194767E-09   0.45639581E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
