      1,    0.10000000E+01   0.12735239E-09   0.30958564E-13   0.29044297E+01   0.10000000E+01  -0.12216605E-09  -0.30936623E-13   0.44941553E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      2,    0.10000000E+01   0.25925587E+00   0.48530371E-10   0.14671687E+01   0.10000000E+01  -0.25925587E+00  -0.47876756E-10   0.45146413E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      3,    0.10686172E+01   0.26927937E+00   0.99718296E-10   0.82723480E+00   0.74152864E+00  -0.26927938E+00  -0.99655863E-10   0.45338102E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      4,    0.11086291E+01   0.24723698E+00   0.15846363E-09   0.54293345E+00   0.53156068E+00  -0.24723699E+00  -0.15835788E-09   0.45516621E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      5,    0.11327301E+01   0.23091798E+00   0.22355767E-09   0.42195668E+00   0.39872311E+00  -0.23091799E+00  -0.22339401E-09   0.45681979E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      6,    0.11397590E+01   0.21843888E+00   0.29582354E-09   0.35044417E+00   0.31915845E+00  -0.21843889E+00  -0.29537842E-09   0.45834185E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      7,    0.11527371E+01   0.20408692E+00   0.37730018E-09   0.30334616E+00   0.26977176E+00  -0.20408694E+00  -0.37671386E-09   0.45973257E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      8,    0.11539607E+01   0.19649190E+00   0.46695442E-09   0.26934242E+00   0.23664799E+00  -0.19649192E+00  -0.46620680E-09   0.46099212E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      9,    0.11606912E+01   0.18665009E+00   0.56497178E-09   0.24273073E+00   0.21261644E+00  -0.18665012E+00  -0.56403412E-09   0.46212074E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     10,    0.11598772E+01   0.18059631E+00   0.67149863E-09   0.22121171E+00   0.19410562E+00  -0.18059634E+00  -0.67035557E-09   0.46311870E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     11,    0.11641879E+01   0.17283659E+00   0.78664163E-09   0.20381849E+00   0.17925250E+00  -0.17283663E+00  -0.78525772E-09   0.46398629E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     12,    0.11642805E+01   0.16826958E+00   0.91389570E-09   0.18910084E+00   0.16699477E+00  -0.16826963E+00  -0.91197275E-09   0.46472388E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     13,    0.11652649E+01   0.16258169E+00   0.10523254E-08   0.17635543E+00   0.15666863E+00  -0.16258174E+00  -0.10500864E-08   0.46533183E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     14,    0.11663499E+01   0.15812941E+00   0.12006808E-08   0.16537301E+00   0.14782870E+00  -0.15812947E+00  -0.11980891E-08   0.46581057E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     15,    0.11647244E+01   0.15393556E+00   0.13588733E-08   0.15575827E+00   0.14016097E+00  -0.15393563E+00  -0.13559016E-08   0.46616054E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     16,    0.11666128E+01   0.14943954E+00   0.15270295E-08   0.14713526E+00   0.13343618E+00  -0.14943962E+00  -0.15236507E-08   0.46638036E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     17,    0.11664814E+01   0.14630344E+00   0.17050725E-08   0.13945635E+00   0.12748252E+00  -0.14630352E+00  -0.17012470E-08   0.46645397E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     18,    0.11654982E+01   0.14275574E+00   0.18929917E-08   0.13256852E+00   0.12216844E+00  -0.14275583E+00  -0.18886863E-08   0.46639924E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     19,    0.11664616E+01   0.13941456E+00   0.20907633E-08   0.12626135E+00   0.11739135E+00  -0.13941467E+00  -0.20859439E-08   0.46621681E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     20,    0.11660493E+01   0.13671152E+00   0.22983429E-08   0.12053418E+00   0.11307000E+00  -0.13671163E+00  -0.22929741E-08   0.46590732E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     21,    0.11650771E+01   0.13376063E+00   0.25157807E-08   0.11530417E+00   0.10913910E+00  -0.13376075E+00  -0.25104618E-08   0.46547147E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     22,    0.11657241E+01   0.13103141E+00   0.27501607E-08   0.11044960E+00   0.10554557E+00  -0.13103155E+00  -0.27443242E-08   0.46490998E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     23,    0.11653844E+01   0.12873874E+00   0.29949187E-08   0.10598171E+00   0.10224574E+00  -0.12873889E+00  -0.29885355E-08   0.46419828E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     24,    0.11641424E+01   0.12628240E+00   0.32502396E-08   0.10635983E+00   0.99203360E-01  -0.12628255E+00  -0.32432684E-08   0.46335960E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
