      1,    0.10000000E+01   0.38780894E-11   0.73629703E-15   0.29022865E+01   0.10000000E+01  -0.36221659E-11  -0.75376834E-15   0.42978204E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      2,    0.10000000E+01   0.25925581E+00   0.32617010E-11   0.14650274E+01   0.10000000E+01  -0.25925581E+00  -0.34124664E-11   0.43184967E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      3,    0.10686173E+01   0.26927909E+00   0.66195931E-11   0.82509533E+00   0.74152870E+00  -0.26927909E+00  -0.68959940E-11   0.43378552E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      4,    0.11086293E+01   0.24723632E+00   0.10070844E-10   0.54079576E+00   0.53156084E+00  -0.24723632E+00  -0.10455002E-10   0.43558962E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      5,    0.11327305E+01   0.23091714E+00   0.13614105E-10   0.41982082E+00   0.39872338E+00  -0.23091714E+00  -0.14100059E-10   0.43726205E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      6,    0.11397596E+01   0.21843745E+00   0.17247829E-10   0.34831022E+00   0.31915885E+00  -0.21843745E+00  -0.17822290E-10   0.43880290E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      7,    0.11527381E+01   0.20408478E+00   0.20970393E-10   0.30121373E+00   0.26977230E+00  -0.20408478E+00  -0.21620062E-10   0.44021234E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      8,    0.11539619E+01   0.19648946E+00   0.24780224E-10   0.26721191E+00   0.23664868E+00  -0.19648946E+00  -0.25515671E-10   0.44149056E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
      9,    0.11606929E+01   0.18664676E+00   0.28675637E-10   0.24060220E+00   0.21261728E+00  -0.18664676E+00  -0.29525051E-10   0.44263778E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     10,    0.11598794E+01   0.18059261E+00   0.32654900E-10   0.21908519E+00   0.19410663E+00  -0.18059262E+00  -0.33620429E-10   0.44365428E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     11,    0.11641904E+01   0.17283183E+00   0.36716301E-10   0.20169333E+00   0.17925369E+00  -0.17283184E+00  -0.37800063E-10   0.44454036E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     12,    0.11642837E+01   0.16826441E+00   0.40858086E-10   0.18697770E+00   0.16699613E+00  -0.16826441E+00  -0.42062173E-10   0.44529636E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     13,    0.11652683E+01   0.16257611E+00   0.45078438E-10   0.17423436E+00   0.15667018E+00  -0.16257611E+00  -0.46404950E-10   0.44592267E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     14,    0.11663539E+01   0.15812253E+00   0.49375540E-10   0.16325318E+00   0.14783045E+00  -0.15812253E+00  -0.50826561E-10   0.44641970E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     15,    0.11647286E+01   0.15392820E+00   0.53747567E-10   0.15364051E+00   0.14016291E+00  -0.15392820E+00  -0.55325140E-10   0.44677807E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     16,    0.11666178E+01   0.14943074E+00   0.58192691E-10   0.14501960E+00   0.13343832E+00  -0.14943074E+00  -0.59898857E-10   0.44699872E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     17,    0.11664873E+01   0.14629408E+00   0.62709003E-10   0.13734184E+00   0.12748487E+00  -0.14629409E+00  -0.64545844E-10   0.44709037E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     18,    0.11655042E+01   0.14274584E+00   0.67294679E-10   0.13045610E+00   0.12217101E+00  -0.14274585E+00  -0.69265880E-10   0.44705363E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     19,    0.11664686E+01   0.13940301E+00   0.71947831E-10   0.12415105E+00   0.11739414E+00  -0.13940301E+00  -0.74057174E-10   0.44688911E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     20,    0.11660573E+01   0.13669935E+00   0.76669430E-10   0.11842495E+00   0.11307302E+00  -0.13669936E+00  -0.78916743E-10   0.44659747E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     21,    0.11650852E+01   0.13374786E+00   0.81455302E-10   0.11319706E+00   0.10914235E+00  -0.13374787E+00  -0.83842749E-10   0.44617939E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     22,    0.11657332E+01   0.13101678E+00   0.86303584E-10   0.10834463E+00   0.10554905E+00  -0.13101679E+00  -0.88833411E-10   0.44561013E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
     23,    0.11653947E+01   0.12872342E+00   0.91212415E-10   0.10404455E+00   0.10224946E+00  -0.12872343E+00  -0.93886930E-10   0.44491399E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00
